repoName,repoUrl
org.webjars:error-stack-parser,https://github.com/webjars/error-stack-parser
jquery-timeago,https://github.com/rmm5t/jquery-timeago
io.bootique.mvc:bootique-mvc-parent,https://github.com/bootique/bootique-mvc
com.zeroc:icelocatordiscovery,https://github.com/zeroc-ice/ice
com.josesamuel:serviceconnector,https://github.com/josesamuel/serviceconnector
com.arcbees.gss:gsss,https://github.com/ArcBees/gsss
org.webjars.npm:domain-browser,https://github.com/bevry/domain-browser
com.github.j5ik2o:scala-ddd-base-slick_2.12,https://github.com/j5ik2o/scala-ddd-base
org.jasig.portal.maven:uportal-maven-plugin,https://github.com/Jasig/uportal-maven-plugin
com.typesafe.play:play-enhancer,https://github.com/playframework/play-enhancer
com.addicticks.oss:httpsupload,https://github.com/Addicticks/httpsupload
com.madebyatomicrobot:vinyl-annotations,https://github.com/madebyatomicrobot/vinyl
org.mdedetrich:cats-check_2.11,https://github.com/mdedetrich/cats-check
org.brutusin:json-provider,https://github.com/brutusin/json-provider
org.webjars.bower:github-com-gavioto-leaflet-search,https://github.com/gavioto/leaflet-search
com.nominanuda:zen-urispec,https://github.com/michelegonella/zen-project
io.citrine:lolo,https://github.com/CitrineInformatics/lolo
com.aneeshpu.dbdeppop:DBDependencyPopulator,https://github.com/aneeshpu/DbDepPopulator
com.github.novamage:svalidator-play_2.12,https://github.com/NovaMage/svalidator-play
com.hexwit.ninja.jongo:ninja-jongo-module,https://github.com/hexwit/ninja-jongo
org.webjars.bower:polyfill-service,https://github.com/Financial-Times/polyfill-service
dummy-sonatype,https://github.com/suhasgaddam/dummy-sonatype
com.github.veithen.visualwas:loader,https://github.com/veithen/visualwas
parboiled,https://github.com/sirthias/parboiled2
com.belerweb:alipay-msp,https://github.com/belerweb/alipay-msp
whatwg-fetch,https://github.com/github/fetch
org.ak80.bdp:BinaryDataParser,https://github.com/ak80/BinaryDataParser
com.github.paulcwarren:ginkgo4j,https://github.com/paulcwarren/ginkgo4j
org.webjars:angularjs-scroll-glue,https://github.com/webjars/angularjs-scroll-glue
http4s-lambda,https://github.com/howardjohn/http4s-lambda
com.googlecode.playn:playn-project,https://github.com/threerings/playn
com.spatineo:log-anonymiser,https://github.com/spatineo/log-anonymiser
com.googlecode.xremoting:xremoting-parent,https://github.com/rpuch/xremoting
org.apache.reef:reef-checkpoint,https://git@github.com/apache/reef
jmotif-sax,https://github.com/jMotif/sax
paper-more-button,https://github.com/Collaborne/paper-more-button
com.github.wasiqb.coteafs:configs,https://github.com/WasiqB/coteafs-config
com.github.synesso:eshq_2.10,https://github.com/Synesso/eshq-client
pretty-bytes,https://github.com/sindresorhus/pretty-bytes
io.krakens:java-grok,https://github.com/thekrakken/java-grok
net.awired.core:core,https://github.com/awired/core
cloudant-sync-datastore-android-encryption,https://github.com/cloudant/sync-android
com.pipl.api:piplapis,https://github.com/piplcom/piplapis-java
isarn-sketches-spark,https://github.com/isarn/isarn-sketches-spark
com.github.pbetkier:spock-hk2,https://github.com/pbetkier/spock-hk2
ru.yandex.qatools.embed:postgresql-embedded,https://github.com/yandex-qatools/postgresql-embedded
org.oxerr:peatio-client,https://github.com/sutra/peatio-client
net.qiujuer.genius:kit-cmd,https://github.com/qiujuer/Genius-Android
net.openhft:third-party-bom,https://github.com/OpenHFT/OpenHFT
net.dempsy:dempsy-parent,https://github.com/Dempsy/Dempsy
org.jctools:jctools-core,https://github.com/JCTools/JCTools
io.github.astonbitecode:j4rs,https://github.com/astonbitecode/j4rs
Ehcache,https://github.com/lucee/osgi-bundle-ehcache
org.realityforge.gwt.lognice:gwt-lognice,https://github.com/realityforge/gwt-lognice
org.webjars.npm:espree,https://github.com/eslint/espree
org.esigate:esigate-tool-conf,https://github.com/esigate/esigate-tool-conf
org.zeroturnaround:gradle-jrebel-plugin,https://github.com/zeroturnaround/gradle-jrebel-plugin
org.webjars.npm:rc-animate,https://github.com/react-component/animate
com.github.vladimir-bukhtoyarov:rolling-metrics,https://github.com/vladimir-bukhtoyarov/rolling-metrics
de.enerko.commons:enerko-reports2,https://github.com/michael-simons/enerko-reports2
org.tiogasolutions.jobs:tioga-jobs-agent-core,https://github.com/tioga/job-server
xd-regex-module,https://github.com/Russell-Allen/xd-regex-module
jsmiparser-util,https://github.com/dverstap/jsmiparser
com.joepritzel:feather,https://github.com/Joe0/Feather
com.wordnik:swaggersocket-project,https://github.com/swagger-api/swagger-socket
com.github.castorflex.playservicesstrip:plugin,https://github.com/castorflex/PlayServicesStrip-plugin
stringsearch,https://github.com/elefana/stringsearch
com.ecfront:lfp,https://github.com/gudaoxuri/large-file-processor
org.webjars:metisMenu,https://github.com/webjars/metisMenu
com.io7m.jvvfs:io7m-jvvfs-checkstyle,https://github.com/io7m/jvvfs
jmws,https://github.com/riversun/jmws
org.wso2.carbon.apimgt:carbon-apimgt,https://github.com/wso2/carbon-apimgt
jinjava,https://github.com/HubSpot/jinjava
org.webjars:prelude-ls,https://github.com/webjars/prelude-ls
org.webjars:jpanelmenu,https://github.com/webjars/jpanelmenu
com.qmetric:penfold-listener,https://github.com/qmetric/penfold-listener
com.cloudbees:diff4j,https://github.com/cloudbees/diff4j
org.hudsonci.tools:xstream,https://github.com/hudson/xstream
triangulate-polyline,https://github.com/mikolalysenko/triangulate-polyline
be.jlr-home.gradle:plantumlPlugin,https://github.com/janvolck/gradle-plantuml-plugin
com.github.liuguangqiang:asyncdownload,https://github.com/liuguangqiang/AsyncDownload
com.timcharper:cassandra-talks-scala_2.11,https://github.com/timcharper/cassandra-talks-scala
com.oracle.bedrock:project,https://github.com/coherence-community/oracle-bedrock
org.pushingpixels:trident,https://github.com/kirillcool/trident
transit-clj,https://github.com/cognitect/transit-clj
com.github.gturedi:stateful-layout,https://github.com/gturedi/StatefulLayout
io.tekniq.web:tekniq-sparklin,https://github.com/sepatel/sparklin
net.pwall.el:el,https://github.com/pwall567/el
org.webjars:ngCytoscape,https://github.com/webjars/ngCytoscape
pepjs,https://github.com/jquery/PEP
com.ttdev:wpt-runtime-spring,https://github.com/freemant2000/Wicket-Page-Test
io.iron.ironworker:ironworker,https://github.com/iron-io/iron_worker_java
org.openmicroscopy:ome-stubs,https://github.com/ome/ome-stubs
com.itv:lifecycle_2.12,https://github.com/ITV/lifecycle
trustyuri,https://github.com/trustyuri/trustyuri-java
com.tlorrain.android.rezenerator:rezenerator,https://github.com/fredszaq/Rezenerator
org.jvnet.annox:annox-project,https://github.com/highsource/annox
com.jolira:jaxro,https://github.com/jolira/jaxro
seleniumQuery,https://github.com/seleniumquery/seleniumQuery
io.konik:parent,https://github.com/konik-io/barn
com.github.julior:spring-inspector,https://github.com/julior/spring-inspector
co.customer360:android-sdk,https://github.com/mitulthakkar/Customer360-Android-SDK
xjjtest,https://github.com/MyEclipse1214/pybuiltin4j
merge-source-map,https://github.com/keik/merge-source-map
ch.rabanti:picoxlsx4j,https://github.com/rabanti-github/PicoXLSX4j
hessoa,https://github.com/pugwoo/hessoa
FastCSV,https://github.com/osiegmar/FastCSV
io.konik:distribution,https://github.com/konik-io/distribution
com.github.sbahmani:jalcal,https://github.com/sbahmani/JalCal
org.codehaus.sonar-plugins.l10n:sonar-l10n-el-plugin,https://github.com/SonarCommunity/sonar-l10n-el
org.webjars.npm:tween.js,https://github.com/tweenjs/tween.js
vlingo-directory,https://github.com/vlingo/vlingo-directory
net.joelinn:riot,https://github.com/jlinn/riot-api-java
com.getout-tlv.brigand:Brigand,https://github.com/stevenkaras/brigand
com.github.chen0040:java-reinforcement-learning,https://github.com/chen0040/java-reinforcement-learning
nl.basjes.parse.useragent:yauaa-commandline,https://github.com/nielsbasjes/yauaa
de.adorsys:hbci4j-adorsys,https://github.com/adorsys/hbci4java-adorsys
ca.mrvisser:scoder-core_2.12,https://github.com/mrvisser/scoder
activiti-bpmn-layout,https://github.com/yin-bp/activiti-engine-5.12
net.joala:joala-bom,https://github.com/CoreMedia/joala
org.graylog.plugins:usage-statistics,https://github.com/Graylog2/graylog-plugin-anonymous-usage-statistics
Etyllica,https://github.com/yuripourre/etyllica
com.ctrlplusz.anytextview:library,https://github.com/hanspeide/anytextview
org.openwms:org.openwms.configuration,https://github.com/spring-labs/org.openwms.configuration
org.kill-bill.billing.plugin.java:accertify-plugin,https://github.com/killbill/killbill-accertify-plugin
org.fuzzydb:spring-social-mongo,https://github.com/whirlwind-match/spring-social-mongo
org.elasticsearch:mocksocket,https://github.com/elastic/mocksocket
com.bowlingx:play-webpack-lib_2.12,https://github.com/BowlingX/play-webpack
org.basepom.m2e:basepom-m2e-root,https://github.com/basepom/basepom-m2e
com.github.livesense:org.liveSense.launchpad,https://github.com/liveSense/org.liveSense.launchpad
org.smartregister:opensrp-client-native-form,https://github.com/OpenSRP/opensrp-client-native-form
io.tesla.aether:aether-connector-okhttp,https://github.com/tesla/aether-connector-okhttp
nz-tour,https://github.com/nozzle/nzTour
com.danielflower.apprunner:app-runner-router,https://github.com/danielflower/app-runner-router
polymer-tilt,https://github.com/YingshanDeng/polymer-tilt
io.github.morgaroth:morgaroth-utils-spray_2.10,https://github.com/Morgaroth/morgaroth-utils
org.phenopackets:phenopackets-api,https://github.com/phenopackets/phenopacket-reference-implementation
orika-spring-boot-starter,https://github.com/akihyro/orika-spring-boot-starter
mx.bigdata.utils:pubsubhubbub-utils,https://github.com/bigdata-mx/PubSubHubbubUtils
com.github.1510460325:core,https://github.com/1510460325/wzy.jar
org.fujion:fujion-parent,https://github.com/fujion/fujion-framework
com.github.kmbulebu.dsc:dsc-it100-library,https://github.com/kmbulebu/dsc-it100-java
fr.opensagres.xdocreport.sfntly:sfntly,https://github.com/pascalleclercq/sfntly-java
net.revelc.code.formatter:parent,https://github.com/revelc/formatter-maven-plugin
io.github.binout:jaxrs-csv,https://github.com/binout/jaxrs-csv
com.github.developerpaul123.analogsticklibrary:library,https://github.com/DeveloperPaul123/AnalogStickLibrary
com.dottydingo.hyperion:hyperion,https://github.com/mhellkamp/hyperion
io.openvidu:openvidu-parent,https://github.com/OpenVidu/openvidu
ca.schwitzer:scaladon_2.11,https://github.com/schwitzerm/scaladon
edu.washington.cs.knowitall.chunkedextractor:chunkedextractor_2.9.3,https://github.com/knowitall/chunkedextractor
de.stklcode.jvault:connector,https://github.com/skalscheuer/jvaultconnector
com.uber.tchannel:tchannel,https://github.com/uber/tchannel-java
com.github.markymarkmcdonald:FactoryJill,https://github.com/markymarkmcdonald/factoryjill
com.github.timoteoponce:paginator,https://github.com/timoteoponce/paginator
kaifu2x,https://github.com/soywiz/kaifu2x
org.webjars.npm:tachyons-skins,https://github.com/tachyons-css/tachyons-skins
com.weiwangcn.betterspinner:library,https://github.com/Lesilva/BetterSpinner
org.jspringbot:jspringbot-sikulix,https://github.com/jspringbot/jspringbot-sikulix
Jsonable,https://github.com/grinfeld/jsonable
org.cloudhoist:splunk,https://github.com/pallet/splunk-crate
org.neo4j.procedure:apoc,https://github.com/neo4j-contrib/neo4j-apoc-procedures
com.tacitknowledge:simulator,https://github.com/tacitknowledge/simulator
no.finn.archaius-constretto:archaius-constretto,https://github.com/finn-no/archaius-constretto
no.ssb.jsonstat:json-stat-java,https://github.com/statisticsnorway/json-stat.java
com.box20six:otasco,https://github.com/kenyattaclark/otasco
org.vootoo:vootoo,https://github.com/chenlb/vootoo
com.github.lizardev:xquery-saxon-support,https://github.com/lizardev/xquery-saxon
org.sangria-graphql:macro-visit_2.11,https://github.com/sangria-graphql/sangria
org.webjars.bower:angular-hy-res,https://github.com/petejohanson/angular-hy-res
com.github.bosphere.android-horizontaltaillayout:horizontaltaillayout,https://github.com/bosphere/Android-HorizontalTailLayout
com.yanzhenjie:andserver,https://github.com/yanzhenjie/AndServer
uk.ac.nactem.uima:NeuroscienceTypeSystem,https://github.com/nguyennth/TypeSystem
com.github.heehan:utility,https://github.com/heehan/utility
com.github.coyarzun89:fabtransitionactivity,https://github.com/coyarzun89/FabTransitionActivity
com.textrazor:textrazor,https://github.com/TextRazor/textrazor-java
pgnio-driver,https://github.com/cretz/pgnio
gl-mat4,https://github.com/stackgl/gl-mat4
io.citrine:theta,https://github.com/CitrineInformatics/theta
AET,https://github.com/Cognifide/aet
org.codelibs:analyzers-ja,https://github.com/codelibs/analyzers-ja
org.webjars:ng-sortable,https://github.com/webjars/ng-sortable
cn.6tail:nlf2-core,https://github.com/6tail/nlf2-maven
com.orhanobut:wasp,https://github.com/orhanobut/wasp
com.jaeksoft:jcifs-krb5-jdk7,https://github.com/jaeksoft/jcifs-krb5
com.nurkiewicz.typeof:typeof,https://github.com/nurkiewicz/typeof
org.webjars.npm:ng-tags-input-extends,https://github.com/stonexx/ngTagsInput-extends
featherfly-constant-core,https://github.com/featherfly/constant
gradle-notifier,https://github.com/jcgay/gradle-notifier
de.aosd.clazzfish:clazzfish,https://github.com/oboehm/ClazzFish
com.github.manuelpeinado.imagelayout:imagelayout,https://github.com/ManuelPeinado/ImageLayout
org.webjars:gantt,https://github.com/webjars/gantt
org.webjars.bowergithub.polymerelements:app-layout,https://github.com/PolymerElements/app-layout
lyricist-parent,https://github.com/rygel/lyricist
br.com.caelum.vraptor:vraptor-erb,https://github.com/caelum/vraptor-erb
com.github.martins1930.gradle:glassfish-run,https://github.com/martins1930/gradle_plugins
com.harium.propan:propan,https://github.com/harium/propan
imgix-url,https://github.com/leonardehrenfried/imgix-url-scala
news-marquee,https://github.com/zacharytamas/news-marquee
LuaScriptCore,https://github.com/vimfung/LuaScriptCore
com.carrotgarden.jwrapper:jwrapper-7zip-jbinding,https://github.com/jwrapper/jwrapper-7zip-jbinding
majala-maven-plugin,https://github.com/shasait/majala-maven-plugin
com.gu:atom-renderer_2.11,https://github.com/guardian/atom-renderer
org.codehaus.sonar:sonar-dev-maven-plugin,https://github.com/SonarSource/sonar-dev-maven-plugin
com.typesafe.genjavadoc:genjavadoc-plugin_2.12.0-RC1,https://github.com/typesafehub/genjavadoc
com.linroid.filtermenu:library,https://github.com/linroid/FilterMenu
com.connect-group:thymesheet-spring3,https://github.com/connect-group/thymesheet-spring3
net.oneandone.cosmo:cosmo-api,https://github.com/1and1/cosmo
io.github.java-graphics:javaUnofficialOpenglSDK,https://github.com/java-graphics/java-unofficial-opengl-SDK
nl.jpoint:vertx-deploy-tools,https://github.com/msoute/vertx-deploy-mod
org.webjars.bower:easypie,https://github.com/rendro/easy-pie-chart
lumx,https://github.com/lumapps/lumX
com.github.greengerong:maven-ng-protractor,https://github.com/greengerong/maven-ng-protractor
dk.clanie:clanie-core,https://github.com/clanie/clanie-core
io.filepicker:filepicker-android,https://github.com/Ink/filepicker-android
moe.tristan:easyfxml,https://github.com/Tristan971/EasyFXML
timberkt,https://github.com/ajalt/timberkt
JsoupXpath,https://github.com/zhegexiaohuozi/JsoupXpath
net.contextfw:web-quickstart,https://github.com/contextfw/contextfw
org.jvnet.hudson.plugins:ssh,https://github.com/jenkinsci/ssh-plugin
com.google.dagger:dagger-android-support,https://github.com/google/dagger
iron-star-rating,https://github.com/chadweimer/iron-star-rating
xss,https://github.com/leizongmin/js-xss
org.apache.reef:reef-examples-hdinsight,https://git@github.com/apache/reef
org.eobjects.metamodel-extras:MetaModel-extras,https://github.com/datacleaner/metamodel_extras
com.blazebit:blazebit-parent,https://github.com/Blazebit/blazebit-parent-pom
org.webjars.npm:pg-connection-string,https://github.com/iceddev/pg-connection-string
com.pusher:pusher-platform-android,https://github.com/pusher/pusher-platform-android
CopyDynamic,https://github.com/hzsweers/copydynamic
com.github.mthizo247:spring-cloud-netflix-zuul-websocket,https://github.com/mthizo247/spring-cloud-netflix-zuul-websocket
scala-nsq,https://github.com/mitallast/scala-nsq
org.webjars.bower:github-com-polymerelements-paper-listbox,https://github.com/polymerelements/paper-listbox
com.github.sebhoss.bom:maven-boms,https://github.com/sebhoss/maven-boms
com.harium.etyl:etyl-gdx-awt,https://github.com/harium/etyl-gdx-awt
org.computelab:config,https://github.com/computelab/config
domala,https://github.com/bakenezumi/domala
org.querki:querki-jsext_sjs0.6_2.10,https://github.com/jducoeur/jsext
org.ow2.mind:mind-compiler,https://github.com/MIND-Tools/mind-compiler
com.github.parze:tiny-db-queue,https://github.com/parze/tiny-db-queue
com.github.unix-junkie:jsr255,https://github.com/unix-junkie/jsr255
org.powertac:genco,https://github.com/powertac/genco
com.github.youyinnn:you-web-utils,https://github.com/youyinnn/YouWebUtils
com.timgroup:findbugs4jmock,https://github.com/youdevise/findbugs-jmock
com.madgag:scala-arm_2.10,https://github.com/rtyley/scala-arm
io.github.gitbucket:gitbucket_2.12,https://github.com/gitbucket/gitbucket
org.iplantc:iplant-email,https://github.com/iPlantCollaborativeOpenSource/iplant-email
com.gemnasium:gemnasium-maven-plugin,https://github.com/gemnasium/gemnasium-maven-plugin
org.webjars:is-jxr,https://github.com/webjars/is-jxr
org.jenkins-ci.plugins:boot-clj,https://github.com/jenkinsci/boot-clj-plugin
com.github.shyiko.mappify:mappify,https://github.com/shyiko/mappify
com.omertron:tvrageapi,https://github.com/Omertron/api-tvrage
org.ctoolkit.maven:ctoolkit-microservice-bom,https://github.com/turnonline/ctoolkit-microservice-bom
com.github.juliansantosinfo:JASCopyFile,https://github.com/juliansantosinfo/JASCopyFile
dom-repeat-n,https://github.com/GeoloeG/dom-repeat-n
com.github.pwittchen:reactivesensors,https://github.com/pwittchen/ReactiveSensors
com.github.mrstampy:hit,https://github.com/mrstampy/hitman
com.mcxiaoke.volley:library-aar,https://github.com/mcxiaoke/android-volley
org.wildfly.extras.sunstone:sunstone-parent,https://github.com/wildfly-extras/sunstone
org.webjars.npm:geval,https://github.com/Raynos/geval
org.webjars.npm:es6-promise,https://github.com/jakearchibald/es6-promise
react-icons,https://github.com/gorangajic/react-icons
org.deephacks.streamql:streamql,https://github.com/deephacks/streamql
com.fanmei:pay4j,https://github.com/24solar/pay4j
com.jug6ernaut.saber:saber-compiler,https://github.com/jug6ernaut/saber
com.navercorp.volleyextensions:parent,https://github.com/naver/volley-extensions
org.mybatis.caches:mybatis-redis,https://github.com/mybatis/redis-cache
com.truward:micro-di-root,https://github.com/avshabanov/micro-di
org.webjars.npm:propagate,https://github.com/pgte/propagate
com.dorkbox:MessageBus,https://github.com/dorkbox/MessageBus
org.sdmlib:SDMLib,https://github.com/fujaba/SDMLib
asn1.js,https://github.com/indutny/asn1.js
it.unimi.dsi:fastutil,https://github.com/vigna/fastutil
eu.toolchain.condo:condo-api,https://github.com/udoprog/condo
org.tresql:tresql_2.9.2,https://github.com/mrumkovskis/Query
br.usp.each.saeg:opal,https://github.com/saeg/opal
com.revinate:guava-rate-limiter,https://github.com/revinate/guava-rate-limiter
org.webjars.bower:ng-prettyjson,https://github.com/darul75/ng-prettyjson
com.ardikars.jxnet:jxnet-example,https://github.com/jxnet/Jxnet
com.github.jrh3k5:flume-plugin-maven-plugin,https://github.com/jrh3k5/flume-plugin-maven-plugin
jcommander-addons,https://github.com/garydgregory/jcommander-addons
properties-from-ancestor-behavior,https://github.com/AqoviaElements/properties-from-ancestor-behavior
com.github.jarlakxen:spray-prerender_2.10,https://github.com/Jarlakxen/spray-prerender
com.pcl-solutions.maven.wagons:rsync-maven-wagon,https://github.com/PhilLello/rsync-maven-wagon
org.forgerock.maven.plugins:linktester-maven-plugin,https://github.com/aldaris/docbook-linktester
io.georocket:georocket-common,https://github.com/georocket/georocket
com.ganyo:geocell,https://github.com/scottganyo/javageomodel
org.springframework.data:spring-data-rest-core,https://github.com/SpringSource/spring-data-rest
serialization-extension,https://github.com/weibocom/motan
org.srcdeps.mvn:srcdeps-maven-parent,https://github.com/srcdeps/srcdeps
org.littleshoot:turn-client,https://github.com/adamfisk/littleshoot-turn-client
de.akquinet.android.archetypes:stand-archetype,https://github.com/akquinet/stand-archetype
com.github.benfradet:gsheets4s_2.12,https://github.com/BenFradet/gsheets4s
favor,https://github.com/soarcn/Favor
org.openengsb.wrapped:net.sourceforge.htmlunit-all,https://github.com/openengsb/openengsb-wrapped-net.sourceforge.htmlunit
com.floragunn:search-guard-parent,https://github.com/floragunncom/search-guard-parent
net.kuujo:vertigo-python,https://github.com/kuujo/vertigo-python
Valex,https://github.com/PatternFM/valex
com.centit.framework:centit-persistence,https://github.com/ndxt/centit-persistence
com.dongxiguo:memcontinuationed_2.11,https://github.com/Atry/memcontinuationed
hudson.plugins.sloccount:sloccount,https://github.com/jenkinsci/sloccount-plugin
org.easyb:easyb-ast,https://github.com/easyb/easyb-maven-parent
com.github.davidmoten:geo,https://github.com/davidmoten/geo
cz.cesnet.cloud:jocci-core,https://github.com/EGI-FCTF/jOCCI-core
io.advantageous.boon:boon-reflekt,https://github.com/advantageous/boon
react-sortable-hoc,https://github.com/clauderic/react-sortable-hoc
com.amdocs.zusammen.plugin:zusammen-collaborative-cassandra,https://github.com/open-amdocs/zusammen-collaborative-cassandra
decimal.js,https://github.com/MikeMcl/decimal.js
com.jcabi:jcabi-matchers,https://github.com/jcabi/jcabi-matchers
com.rojoma:rojoma-json-v3-jackson_2.10,https://github.com/rjmac/rojoma-json-jackson
com.tiscover:logging,https://github.com/tiscover/logger
biz.gabrys.maven.plugins:lesscss-maven-plugin,https://github.com/gabrysbiz/lesscss-maven-plugin
line-parser,https://github.com/marschall/line-parser
com.damick:dropwizard-metrics-cloudwatch,https://github.com/jdamick/dropwizard-metrics-cloudwatch
play-prometheus-filters,https://github.com/stijndehaes/play-prometheus-filters
